天数（自2016年001天起算，北京时间）小时 分钟 秒 模板号
542 9 41 47.2 3
542 9 47 38.5 8
542 9 48 54.7 7
542 9 59 57.7 1
542 9 7 12.3 1
543 0 14 55.7 5
543 0 29 29.5 6
543 0 39 55.6 2
543 0 46 42.9 1
543 0 50 33.8 8
543 0 52 18.4 1
543 0 56 55.6 11
543 0 58 17.1 6
543 0 8 53.8 8
543 1 10 13.5 1
543 1 2 55.4 2
543 1 23 46.6 3
543 1 35 46.4 5
543 10 24 59.3 5
543 10 25 53.8 8
543 10 33 23.7 4
543 10 55 45.5 3
543 10 56 31.1 4
543 10 58 37.9 2
543 11 0 9.2 2
543 11 19 13.4 3
543 11 23 38.5 2
543 11 39 26.2 1
543 11 40 8.7 1
543 11 41 41.7 1
543 11 42 26.9 10
543 11 49 37.4 1
543 11 53 30.2 1
543 11 55 43.5 1
543 11 57 52 2
543 12 37 8.1 1
543 12 41 4 9
543 12 5 15.6 5
543 12 59 34.4 2
543 13 34 6.9 3
543 13 47 17.9 1
543 13 59 30 1
543 14 0 0.1 2
543 14 0 35.7 2
543 14 0 8.4 3
543 14 40 11.2 5
543 14 52 28.9 5
543 14 55 23.4 9
543 14 9 53.2 8
543 15 10 32.9 1
543 15 3 47.8 5
543 15 3 9.5 6
543 15 32 11.5 4
543 15 4 10.9 8
543 15 45 38 5
543 15 49 17.4 8
543 15 51 56.5 3
543 15 52 12.4 8
543 15 55 1.6 3
543 15 56 38.3 5
543 16 2 3.7 5
543 16 24 16.2 3
543 16 25 30.2 10
543 16 31 17.3 7
543 16 32 51 3
543 16 33 31.4 2
543 16 33 48.4 1
543 16 44 28.4 1
543 16 55 22.8 1
543 16 59 48.7 6
543 17 14 28.4 6
543 17 18 58.1 5
543 17 2 59.8 2
543 17 20 55.2 4
543 17 21 4.3 7
543 17 5 21.5 4
543 17 8 35.8 2
543 18 19 23.2 5
543 18 3 19.8 11
543 18 34 30.4 1
543 18 45 5.7 7
543 18 47 2.8 1
543 18 48 3.1 5
543 18 55 39.2 8
543 19 1 12 3
543 19 13 11.3 1
543 19 13 2.9 1
543 19 27 37.2 1
543 19 48 6.5 3
543 2 12 13.8 4
543 2 16 32.5 1
543 2 58 36.5 5
543 20 0 9.5 2
543 20 19 22.9 6
543 20 2 49.7 1
543 20 38 45.9 3
543 20 59 48.3 1
543 21 27 41 8
543 21 29 18.2 1
543 21 33 48 1
543 21 42 33.7 2
543 21 47 13.8 1
543 21 47 4.4 2
543 21 55 48.7 1
543 22 35 6.1 8
543 22 43 59.9 1
543 22 47 7.9 8
543 22 8 52.2 2
543 23 19 55.1 3
543 23 30 18.4 4
543 23 43 46.1 1
543 23 46 41.4 3
543 3 10 40.8 8
543 3 25 16.8 2
543 3 26 9.8 2
543 3 27 36.5 1
543 3 31 20.2 1
543 3 34 27.3 1
543 3 39 45.8 8
543 3 42 50.2 6
543 3 45 4.4 6
543 3 8 5.1 3
543 3 9 17.9 2
543 4 15 10 2
543 4 30 5 11
543 4 42 44 1
543 4 54 21 8
543 4 56 48 1
543 4 56 58 1
543 4 8 18 2
543 4 8 20 5
543 4 8 27 2
543 5 12 57 8
543 5 14 33 6
543 5 3 43 1
543 5 3 53 1
543 5 35 42 8
543 5 35 51 8
543 5 39 17 1
543 5 39 4 1
543 5 52 35 2
543 5 8 30 3
543 6 0 36 8
543 6 1 18 1
543 6 18 9 7
543 6 37 50 3
543 6 49 2 1
543 6 5 28 1
543 7 10 8 1
543 7 12 28 4
543 7 14 18 2
543 7 20 8 6
543 7 29 54 3
543 7 39 45 2
543 7 49 53 2
543 7 6 50 1
543 7 7 2 2
543 8 17 54.7 2
543 8 31 56.7 1
543 8 50 54.1 2
543 8 54 6.6 6
543 9 13 17.6 8
543 9 30 32 1
543 9 42 50.4 1
543 9 44 12.3 1
543 9 44 52.4 7
543 9 44 58.6 9
543 9 46 56.3 7
543 9 47 38.6 5
543 9 58 34.1 3
544 0 26 40.7 6
544 0 28 2.7 8
544 0 42 20.4 11
544 0 44 38.9 2
544 0 57 29.8 5
544 0 58 58.3 1
544 0 8 14.4 1
544 1 0 58.6 1
544 1 2 11.3 8
544 1 20 41 6
544 1 24 54.1 2
544 1 3 11.4 8
544 1 45 57.8 1
544 1 5 44.6 1
544 1 54 28.8 3
544 1 57 45.9 8
544 1 59 39.2 1
544 1 59 53.4 8
544 10 12 3.6 3
544 10 15 43.1 1
544 10 18 51.4 2
544 10 28 12.4 7
544 10 51 36.6 7
544 10 7 42.8 1
544 11 25 8.7 1
544 11 29 6.8 5
544 11 3 56.6 3
544 11 36 23.9 3
544 11 47 41.1 1
544 11 48 14 1
544 11 5 52.1 1
544 11 7 58.7 1
544 11 8 25.1 1
544 11 9 40.6 5
544 12 30 42.4 1
544 12 38 41.6 1
544 12 40 10.8 2
544 12 43 45.7 2
544 12 54 37 2
544 12 57 33.7 2
544 12 6 36.5 3
544 13 24 38.7 1
544 13 26 58.2 1
544 13 39 48.4 11
544 13 41 19.2 4
544 13 48 37 3
544 13 55 9.6 1
544 14 29 29.9 1
544 14 40 15 2
544 14 59 2.1 8
544 15 20 46.5 2
544 15 26 32.4 5
544 15 28 35.3 6
544 15 9 28.4 3
544 16 15 26.8 1
544 16 20 49.6 8
544 17 21 43.2 1
544 17 46 39.2 8
544 17 6 4.7 3
544 18 2 17.6 8
544 18 39 18.7 2
544 18 54 27 11
544 18 6 38.9 1
544 19 19 21.3 6
544 19 2 20.1 6
544 19 28 53.6 3
544 19 33 7.7 8
544 19 34 44.2 1
544 19 36 10.3 6
544 19 40 53.9 1
544 19 51 6.8 6
544 19 57 10.8 6
544 2 1 56.8 1
544 2 12 47.6 1
544 2 22 52.2 3
544 2 27 3.2 3
544 2 37 34.7 5
544 20 10 3.2 5
544 20 11 12.3 6
544 20 11 26.2 1
544 20 15 51.2 1
544 20 16 12.3 1
544 20 21 44.9 6
544 20 21 54.1 6
544 20 25 39.8 6
544 20 25 53.8 1
544 20 25 6.5 6
544 20 26 11.9 6
544 20 27 50.3 6
544 20 30 44.9 6
544 20 32 32.6 1
544 20 34 59.6 6
544 20 4 14.4 1
544 20 41 57.2 6
544 20 45 3.8 8
544 20 46 3.2 6
544 20 47 8.1 6
544 20 48 18.1 6
544 20 48 51 1
544 20 49 4.5 6
544 20 50 20.1 6
544 20 51 38.9 1
544 20 52 31.8 1
544 20 57 46.3 7
544 20 57 8.4 1
544 20 59 0.1 1
544 20 6 37.8 6
544 20 7 25.9 6
544 20 9 54.2 6
544 21 1 18.9 1
544 21 1 6.8 2
544 21 10 15.7 5
544 21 11 26.7 1
544 21 12 26.6 6
544 21 15 13.2 6
544 21 15 20.4 2
544 21 16 30.1 1
544 21 18 20.1 6
544 21 19 20.9 1
544 21 19 24.3 11
544 21 19 57.3 6
544 21 20 17.2 6
544 21 20 27.2 1
544 21 20 30.6 6
544 21 21 2 7
544 21 22 44.5 7
544 21 26 41.9 6
544 21 26 55.2 6
544 21 27 28.4 6
544 21 27 47 7
544 21 29 23.1 6
544 21 3 28.6 1
544 21 31 14.1 6
544 21 33 47 6
544 21 35 54.8 1
544 21 37 58.9 6
544 21 4 44.4 6
544 21 41 47 1
544 21 44 26.1 6
544 21 46 17.3 2
544 21 47 46.8 6
544 21 47 8 6
544 21 53 32.2 1
544 21 54 54 6
544 21 59 0.3 6
544 21 9 1.8 1
544 22 0 52.1 1
544 22 11 46.4 3
544 22 21 39.7 3
544 22 24 30.6 6
544 22 25 22.6 1
544 22 30 30.1 1
544 22 33 43.2 6
544 22 59 25.7 6
544 23 18 52.8 2
544 23 38 58.6 3
544 23 43 28.7 5
544 23 45 31.6 4
544 23 57 8.8 1
544 23 58 2.1 3
544 3 16 1.7 5
544 3 16 54.8 6
544 3 20 46 1
544 3 21 16.3 5
544 3 28 43.7 2
544 3 33 46.2 2
544 3 35 16.2 2
544 3 6 20.3 1
544 3 7 17 5
544 3 7 26.4 3
544 4 11 44 2
544 4 20 4 1
544 4 27 24 2
544 4 29 47 2
544 4 3 50 5
544 4 39 3 1
544 4 44 52 1
544 4 45 25 5
544 5 21 6 8
544 5 40 26 1
544 5 43 22 1
544 5 43 4 1
544 5 45 28 1
544 5 50 38 2
544 6 10 48 10
544 6 11 32 3
544 6 26 55 1
544 6 27 1 2
544 6 36 13 3
544 6 50 56 3
544 6 51 26 5
544 6 54 1 4
544 6 57 6 4
544 6 6 11 1
544 6 7 1 7
544 6 7 19 8
544 7 10 15 7
544 7 12 5 1
544 7 15 41 1
544 7 18 47 1
544 7 20 12 2
544 7 24 43 8
544 7 26 51 8
544 7 28 36 1
544 7 30 28 1
544 7 32 19 8
544 7 42 26 1
544 7 55 10 4
544 8 1 53.8 1
544 8 11 57.4 1
544 8 13 37.5 2
544 8 2 39.4 1
544 8 48 18.6 1
544 8 52 54.7 2
544 9 0 14.3 2
544 9 19 36 3
544 9 2 9.2 3
544 9 35 53.6 8
544 9 53 3.9 1
545 0 0 12.9 3
545 0 1 57.3 1
545 0 11 7.5 8
545 0 12 3.2 10
545 0 14 36.4 7
545 0 17 58.2 3
545 0 21 54.9 2
545 0 22 49.5 7
545 0 23 48 1
545 0 25 3.1 11
545 0 29 55.6 3
545 0 30 5.1 2
545 0 31 9 3
545 0 40 9.7 11
545 0 45 46.4 11
545 0 51 10.9 1
545 0 56 44.7 6
545 0 58 50.8 6
545 0 8 59.9 1
545 1 10 17.5 6
545 1 12 16.2 4
545 1 14 4.3 6
545 1 15 22.9 1
545 1 20 15.2 11
545 1 25 15.7 1
545 1 25 40.6 2
545 1 26 44.9 1
545 1 3 37.4 6
545 1 31 26.6 6
545 1 42 32.5 1
545 1 43 27.4 1
545 1 43 32 1
545 1 47 39.6 6
545 1 49 36.5 2
545 1 50 52.3 3
545 1 52 3.3 4
545 1 9 47.1 6
545 10 10 4.7 6
545 10 31 20.2 1
545 10 45 5.7 6
545 10 46 8.7 2
545 10 49 56.1 3
545 10 53 53.5 1
545 10 7 1.4 6
545 11 16 36.5 3
545 11 24 11.4 2
545 11 25 26.5 1
545 11 50 57.9 2
545 11 6 30.9 1
545 12 20 7.5 2
545 12 24 38.5 5
545 12 57 23.1 9
545 13 43 32.8 1
545 13 44 53.9 5
545 14 10 40.6 1
545 15 0 47.5 2
545 15 1 33.9 2
545 15 52 38.8 8
545 15 59 24.7 3
545 16 18 31.2 6
545 16 45 19.2 1
545 17 27 49.8 9
545 17 27 59.1 7
545 17 41 44.9 2
545 17 52 0.7 3
545 17 52 58.7 6
545 18 2 19.4 1
545 18 21 59.4 2
545 18 25 57.5 6
545 18 3 32.2 8
545 18 34 1.9 7
545 18 34 12.9 5
545 18 52 49.5 3
545 18 55 24 4
545 19 12 0.1 6
545 19 23 36.6 2
545 19 39 31.1 1
545 19 40 56.5 1
545 19 48 33.9 3
545 2 1 34.9 3
545 2 1 57.4 11
545 2 14 21.5 1
545 2 14 8.5 6
545 2 16 14.8 6
545 2 16 56.8 8
545 2 18 17.7 1
545 2 2 45.1 8
545 2 24 11.2 3
545 2 24 21.5 3
545 2 24 30.2 3
545 2 25 20.9 5
545 2 27 4.4 1
545 2 29 39.3 4
545 2 31 30.5 6
545 2 31 45.8 7
545 2 31 49.5 1
545 2 32 30 6
545 2 38 35.6 7
545 2 39 6.4 6
545 2 4 23.3 1
545 2 4 46.4 2
545 2 48 39.9 6
545 2 5 21.5 1
545 2 54 0.7 6
545 2 54 9 1
545 2 57 29.3 5
545 2 6 39.3 5
545 20 2 59.5 8
545 20 28 21.3 7
545 20 3 48.7 8
545 20 32 34.5 11
545 20 32 58.4 2
545 20 47 36.5 1
545 20 50 59.1 7
545 20 57 41.9 10
545 20 57 47 7
545 20 9 30.9 5
545 21 10 6.2 6
545 21 13 44.6 1
545 21 24 50.2 2
545 21 24 53.7 2
545 21 53 35.3 3
545 21 59 50 1
545 22 15 40.3 1
545 22 31 16.6 2
545 22 31 48.9 7
545 22 35 42.8 6
545 22 37 8.8 3
545 22 4 38.9 1
545 22 44 30.8 6
545 22 44 34 6
545 22 47 50.1 5
545 22 5 40.9 6
545 22 51 40.3 1
545 22 54 55.4 1
545 23 15 3.6 2
545 23 23 27.4 2
545 23 24 17.1 5
545 23 25 11.9 1
545 23 30 56 9
545 23 31 3.9 4
545 23 54 14.7 2
545 23 54 36.1 1
545 23 55 54.1 8
545 23 56 0.4 10
545 3 10 1.9 6
545 3 11 6 1
545 3 14 19.9 6
545 3 21 56.3 6
545 3 22 14.5 7
545 3 22 16.6 1
545 3 23 31.2 1
545 3 24 26.3 6
545 3 28 35.5 1
545 3 28 52.4 1
545 3 33 47.8 6
545 3 33 7.5 1
545 3 34 16.3 6
545 3 42 54.4 1
545 3 43 22.3 6
545 3 46 20 6
545 3 48 53 4
545 3 53 14 6
545 3 55 26 1
545 3 55 3 1
545 3 9 51.6 2
545 4 10 34 1
545 4 11 42 4
545 4 14 15 1
545 4 14 39 8
545 4 14 45 8
545 4 20 40 1
545 4 22 28 6
545 4 22 38 1
545 4 27 15 1
545 4 29 6 3
545 4 31 49 1
545 4 37 29 1
545 4 37 56 1
545 4 44 45 3
545 4 49 37 2
545 4 6 38 3
545 4 8 37 7
545 5 0 20 3
545 5 13 14 2
545 5 14 5 1
545 5 16 35 9
545 5 17 36 6
545 5 24 39 2
545 5 38 37 7
545 5 45 10 8
545 5 47 43 5
545 5 6 47 7
545 6 0 28 1
545 6 14 21 1
545 6 22 34 3
545 6 24 40 7
545 6 29 0 1
545 6 3 22 1
545 6 30 34 6
545 6 34 33 1
545 6 34 41 3
545 6 34 51 2
545 6 4 27 7
545 6 44 53 5
545 6 6 57 2
545 7 14 59 5
545 7 15 1 1
545 7 18 41 6
545 7 22 30 3
545 7 22 36 11
545 7 25 43 6
545 7 27 43 3
545 7 32 30 1
545 7 40 47 2
545 7 40 54 7
545 7 5 8 1
545 7 50 16 7
545 8 1 36.7 1
545 8 12 50.5 1
545 8 21 9.2 6
545 8 24 1.2 1
545 8 3 43.4 5
545 8 30 18.9 1
545 8 33 54.8 1
545 8 34 0.4 6
545 8 34 27.6 1
545 8 42 30 8
545 8 43 57.3 1
545 8 44 37.4 8
545 8 6 58.7 3
545 9 26 46.3 2
545 9 31 16.3 2
545 9 41 16.6 2
545 9 45 17.4 1
545 9 47 42.9 2
545 9 49 30.1 1
545 9 55 56.8 3
546 0 2 51.5 1
546 0 23 49.5 8
546 0 25 16.8 1
546 0 26 36.7 1
546 0 32 31.3 2
546 0 44 37.2 4
546 0 45 49.8 4
546 0 58 11.4 1
546 1 10 41.6 11
546 1 11 32.9 4
546 1 18 21.7 4
546 1 21 42.8 4
546 1 25 0 2
546 1 26 22.4 2
546 1 28 23.9 5
546 1 31 9.6 7
546 1 34 26.5 2
546 1 35 28.3 3
546 1 38 26.2 7
546 1 39 22.9 1
546 1 42 23.7 5
546 1 42 36.1 2
546 1 47 0.5 7
546 1 48 7 1
546 1 55 56.7 1
546 1 58 18.8 3
546 1 59 43.9 8
546 1 59 51.8 5
546 2 0 2.5 8
546 2 2 14.2 1
546 2 2 27.6 1
546 2 26 46.6 1
546 2 31 9.3 1
546 2 38 3.5 10
546 2 47 50.5 10
546 2 9 24.8 4
546 3 11 16.4 2
546 3 11 35.2 2
546 3 13 12.6 4
546 3 15 10.5 6
546 3 19 19.1 6
546 3 21 23.7 2
546 3 31 1.4 4
546 3 45 26.4 8
546 3 46 43 2
546 3 5 5.6 1
546 3 6 51.4 3
546 4 1 21 6
546 4 13 27 1
546 4 16 14 2
546 4 19 35 1
546 4 26 31 3
546 4 30 44 2
546 4 35 40 1
546 4 38 38 8
546 4 38 46 6
546 4 45 14 1
546 4 46 14 11
546 4 54 49 1
546 4 56 39 5
546 4 57 22 1
546 4 57 9 2
546 4 9 10 1
546 5 10 48 4
546 5 12 39 2
546 5 2 7 7
546 5 3 21 8
546 5 3 36 2
546 5 35 20 1
546 5 38 18 1
546 5 40 23 2
546 5 47 56 1
546 5 50 52 3
546 5 54 43 3
546 5 58 17 3
546 5 9 21 9
546 6 1 34 2
546 6 11 32 1
546 6 17 54 4
546 6 18 36 1
546 6 26 6 4
546 6 27 39 1
546 6 32 47 3
546 6 37 40 3
546 6 42 44 1
546 6 54 34 1
546 6 56 23 4
546 6 59 10 2
546 6 7 21 6
546 7 11 28 3
546 7 15 39 2
546 7 21 46 2
546 7 25 18 9
546 7 25 46 9
546 7 45 16 5
546 7 6 50 2
547 10 56 53 3
547 10 57 22.2 7
547 11 22 36.8 4
547 11 23 14.7 2
547 11 24 49.3 2
547 11 45 2.8 2
547 11 47 26.9 7
547 11 59 12.6 1
547 12 30 43.1 1
547 12 50 48.8 8
547 13 0 35.7 2
547 13 11 43.8 8
547 13 29 20.6 2
547 13 5 31 5
547 14 32 18.8 4
547 15 10 19.7 1
547 15 15 9.1 2
547 15 17 15.3 1
547 15 33 3.4 1
547 15 46 56.6 5
547 15 59 27.3 4
547 16 17 17.3 2
547 16 35 39 1
547 16 38 15.5 5
547 16 51 38.7 7
547 17 20 5 7
547 17 20 7.8 2
547 17 27 35.8 6
547 18 10 15.3 5
547 18 35 11.9 4
547 18 50 50.9 2
547 18 55 44.7 6
547 18 7 10.2 2
547 18 7 31.9 1
547 18 9 11 2
547 19 10 44.9 6
547 19 20 5.5 6
547 19 22 12.4 3
547 19 3 52.6 3
547 19 36 10.8 6
547 19 38 25.6 1
547 19 49 48.1 1
547 19 50 5.6 6
547 20 35 50 1
547 20 48 15.9 2
547 20 5 26.7 1
547 20 54 38.6 1
547 21 12 55.7 3
547 21 14 30.1 8
547 21 39 44.9 6
547 21 41 32.6 2
547 21 43 45 2
547 21 44 0.6 2
547 21 50 27.5 7
547 22 2 7.4 8
547 22 21 16.7 1
547 22 27 54.8 3
547 22 3 13.2 2
547 22 33 48.9 2
547 22 35 16.6 3
547 22 36 54.4 10
547 22 45 25.4 2
547 22 8 10.4 1
547 23 0 56.1 5
547 23 10 41.6 1
547 23 12 31.1 1
547 23 13 47.6 8
547 23 2 28.6 6
547 23 25 58.3 2
547 23 33 34.9 1
547 23 39 23.7 5
547 23 48 21.4 4
547 23 49 55 1
547 23 5 39.6 5
547 23 5 44.1 8
547 23 50 11.1 7
547 23 50 19 1
547 23 54 13.1 3
547 23 7 19 1
547 8 10 1.5 2
547 8 13 55.3 1
547 8 20 28.3 2
547 8 22 51.1 7
547 8 23 6.3 7
547 8 44 10.6 1
547 8 48 9 3
547 8 50 30.3 1
547 8 52 9.2 4
547 9 13 42 9
547 9 18 32.5 1
547 9 18 51 6
547 9 21 31.3 11
547 9 21 34.5 1
547 9 22 7.5 4
547 9 25 59.1 4
547 9 26 20.7 1
547 9 27 32.3 4
547 9 30 37.9 8
547 9 35 39.7 5
547 9 35 54.5 5
547 9 38 56.6 4
547 9 39 15.7 8
547 9 43 14.4 10
547 9 56 47 1
548 0 0 26.5 1
548 0 10 55.2 1
548 0 14 22.8 1
548 0 18 15.1 6
548 0 24 7.3 5
548 0 25 11.9 6
548 0 25 36.6 6
548 0 27 19.8 2
548 0 27 9.8 2
548 0 3 11.3 8
548 0 36 51.4 4
548 0 38 56 2
548 0 40 50.7 1
548 0 41 40.3 5
548 0 42 17.6 1
548 0 47 48.5 6
548 0 50 12.1 4
548 0 53 21.9 4
548 0 55 35.3 8
548 0 56 53.5 2
548 0 59 51.2 3
548 1 1 2.5 2
548 1 18 36.7 7
548 1 22 55.8 1
548 1 24 33.9 1
548 1 25 5.3 1
548 1 40 26.8 8
548 1 48 26.2 1
548 1 5 42.2 1
548 10 17 50.1 8
548 10 18 48.7 9
548 10 22 2.4 8
548 10 23 43.8 2
548 10 23 6.7 2
548 10 24 16.4 2
548 10 24 34.1 4
548 10 28 0.8 2
548 10 30 11.9 2
548 10 35 31.4 2
548 10 35 42.9 8
548 10 38 9.5 2
548 10 50 4.7 2
548 10 6 57.2 8
548 11 1 3.3 8
548 11 2 12.8 8
548 11 20 26.2 1
548 11 24 19.3 6
548 11 3 7.7 3
548 11 34 0.1 1
548 11 38 13.5 6
548 11 42 38.6 2
548 11 44 46.1 2
548 12 0 56.9 1
548 12 10 51.8 3
548 12 28 28.2 1
548 12 30 29.9 8
548 13 2 36.2 2
548 13 41 53 1
548 13 44 52.9 1
548 13 46 31.3 2
548 14 23 44.2 2
548 14 29 18.3 10
548 14 47 8.1 9
548 14 5 46 5
548 15 15 23.7 2
548 15 18 13.7 9
548 15 33 11.5 2
548 15 38 5 1
548 15 44 35.8 4
548 15 5 12.2 1
548 15 50 42.9 8
548 15 54 57.5 1
548 16 20 59.5 8
548 16 24 25.5 4
548 16 3 21.5 2
548 16 44 53.8 3
548 16 55 35.1 1
548 17 2 28.3 8
548 17 30 56 1
548 17 33 11.9 1
548 17 52 2.5 8
548 17 9 19.1 1
548 18 20 1.4 4
548 18 39 20.3 1
548 18 43 26.8 1
548 18 43 38.5 7
548 18 48 49.1 7
548 18 51 13.2 8
548 18 55 34.2 2
548 19 10 42.9 1
548 19 15 14.6 1
548 19 17 45 1
548 19 18 49.8 7
548 19 24 26.6 2
548 19 3 46.4 5
548 19 30 7.7 5
548 19 31 14.8 2
548 19 34 57.3 6
548 19 36 22.5 5
548 19 36 49.4 5
548 19 36 6.1 7
548 19 41 1.2 2
548 19 46 16.5 9
548 19 50 28.1 3
548 19 52 7.9 2
548 19 6 8.2 2
548 2 14 54.2 2
548 2 15 55.2 3
548 2 16 55.1 1
548 2 22 52.1 8
548 2 31 43.1 2
548 2 39 43.3 2
548 2 40 9.5 6
548 2 5 22.3 3
548 2 51 10.4 1
548 2 52 16.5 1
548 2 56 49.9 4
548 2 6 18.8 8
548 2 9 52.4 2
548 20 20 59.6 1
548 20 22 20.3 5
548 20 24 44.3 1
548 20 34 42.2 4
548 20 37 43.7 2
548 20 40 0.3 2
548 20 41 15.4 2
548 20 42 38.9 1
548 20 47 6.7 6
548 21 10 55.3 7
548 21 27 27.2 2
548 21 28 32.1 1
548 21 29 31.7 4
548 21 34 42.2 1
548 21 45 59 3
548 21 47 7.3 11
548 21 49 44.9 3
548 21 7 55.7 2
548 21 8 26.3 6
548 22 2 13.6 1
548 22 37 15.7 2
548 22 4 36.6 1
548 22 40 42.5 3
548 22 47 59.4 2
548 22 53 31.5 3
548 23 0 53.9 6
548 23 15 53.1 1
548 23 15 57.1 1
548 23 22 34.9 5
548 23 29 40.1 3
548 23 42 55.7 7
548 23 44 40.6 1
548 23 5 24.1 2
548 23 52 17.2 1
548 23 54 6 2
548 23 56 47.4 1
548 23 57 9.1 6
548 23 7 10.1 4
548 3 1 35.2 1
548 3 12 19.4 9
548 3 15 35.6 10
548 3 17 0 5
548 3 17 34.4 8
548 3 2 9 1
548 3 23 6 2
548 3 25 9.8 4
548 3 31 22.9 1
548 3 32 18.9 3
548 3 34 22.5 1
548 3 37 29.1 4
548 3 43 17.4 2
548 3 46 25 8
548 3 47 20 8
548 3 48 54 8
548 3 49 12 2
548 4 12 29 3
548 4 16 13 7
548 4 17 52 2
548 4 19 28 11
548 4 22 24 8
548 4 27 11 6
548 4 29 38 3
548 4 36 3 2
548 4 4 13 7
548 4 4 26 2
548 4 49 24 8
548 4 52 54 2
548 4 7 58 3
548 5 0 2 9
548 5 13 23 1
548 5 13 50 7
548 5 14 17 1
548 5 15 4 7
548 5 15 41 2
548 5 17 35 5
548 5 17 55 1
548 5 2 37 5
548 5 22 11 3
548 5 35 55 2
548 5 37 43 1
548 5 43 12 5
548 5 43 53 2
548 5 55 23 1
548 5 9 16 8
548 6 10 4 2
548 6 12 42 2
548 6 15 32 6
548 6 24 40 1
548 6 24 6 2
548 6 29 51 2
548 6 31 3 4
548 6 45 17 2
548 6 46 18 1
548 6 47 4 6
548 6 47 41 2
548 6 55 25 1
548 6 55 53 2
548 6 58 41 1
548 6 7 15 3
548 7 10 32 5
548 7 11 35 2
548 7 44 40 1
548 7 46 53 3
548 7 49 43 9
548 8 12 19.6 1
548 8 14 16 1
548 8 15 19.5 2
548 8 24 51 1
548 8 29 18.6 1
548 8 4 9.8 1
548 8 48 3.3 1
548 8 52 14.2 3
548 8 59 11.7 3
548 9 11 13.4 7
548 9 28 6.8 7
548 9 36 7 1
548 9 37 39.9 2
548 9 45 59.2 1
548 9 50 58.2 2
548 9 51 57.1 7
548 9 7 7.8 3
548 9 9 27.2 5
549 0 16 17.4 1
549 0 28 3.2 2
549 0 3 20.2 3
549 0 33 37.3 3
549 0 43 17.8 1
549 0 45 38.9 3
549 0 45 49.6 1
549 1 19 31.2 1
549 1 31 19.3 2
549 1 33 19.8 10
549 1 40 9.8 3
549 1 48 16.4 1
549 1 54 20.4 2
549 1 55 15.9 1
549 1 58 10.9 2
549 1 59 50.3 9
549 10 11 47 4
549 10 21 13 7
549 10 24 10.1 1
549 10 26 17.6 3
549 10 3 12.5 3
549 10 42 11.3 2
549 10 42 3.7 1
549 10 45 11.5 8
549 10 52 15.3 2
549 10 9 55 10
549 11 11 14.9 1
549 11 33 13.4 5
549 11 57 41.4 5
549 11 6 34.9 2
549 12 32 55.9 1
549 12 34 55.9 1
549 12 35 57.1 7
549 13 1 0.3 8
549 13 2 56.2 3
549 13 24 4.2 3
549 13 26 52.7 7
549 13 32 19.5 1
549 13 44 9.2 3
549 13 45 19.4 11
549 13 50 53.3 5
549 14 22 7.6 2
549 14 25 31.9 8
549 14 40 16.1 6
549 14 5 33.4 1
549 14 5 44.4 1
549 14 54 23.6 3
549 15 23 47.3 9
549 15 36 4.6 1
549 15 38 37.3 1
549 15 41 56.6 7
549 15 48 49.4 8
549 16 21 11 1
549 16 22 48.9 2
549 16 51 14.4 9
549 17 2 25.1 1
549 17 27 47 2
549 17 37 1.2 3
549 17 39 17.6 3
549 17 41 11 2
549 17 56 10.3 8
549 18 13 0.2 1
549 18 16 31.4 7
549 18 2 4 3
549 18 24 13.2 8
549 18 28 28.1 1
549 18 3 55.7 1
549 18 35 44.6 9
549 18 37 23.9 1
549 18 6 23.2 1
549 19 11 17.5 7
549 19 35 3.4 8
549 19 36 15.2 3
549 19 42 37 3
549 19 48 15.6 2
549 19 52 28.4 4
549 19 59 0.2 11
549 2 16 52.4 2
549 2 19 32.1 1
549 2 24 11.7 2
549 2 24 46 2
549 2 27 58.1 6
549 2 28 45.9 3
549 2 34 4.5 1
549 2 4 13.1 2
549 2 46 46.2 4
549 2 50 35.7 6
549 2 52 14.1 6
549 2 57 12 2
549 2 57 13.6 1
549 2 57 41.1 2
549 2 7 13.4 4
549 2 9 33.8 2
549 20 16 52.6 1
549 20 27 39.6 2
549 20 29 45.5 8
549 20 32 18.9 2
549 20 36 23.4 7
549 20 42 22.8 3
549 20 42 54.9 3
549 20 49 42.2 10
549 20 5 35.8 1
549 20 50 24.6 2
549 20 54 14.3 3
549 20 8 35.8 1
549 20 8 37.6 9
549 21 17 51.4 3
549 21 26 14.4 2
549 21 32 59.7 8
549 21 33 23.2 2
549 21 4 50.2 10
549 21 40 24.4 11
549 21 54 32.1 7
549 21 58 37.4 1
549 21 59 30.2 3
549 22 22 15.8 3
549 22 26 59.1 8
549 22 27 3.9 2
549 22 3 14.8 1
549 22 36 35.4 1
549 22 42 41.9 2
549 22 42 51.1 5
549 22 46 11.4 1
549 22 46 58.6 1
549 22 55 2.9 3
549 23 13 32.5 3
549 23 24 50.7 10
549 23 28 35.1 3
549 23 35 17.7 2
549 23 5 54.4 7
549 23 8 45.2 1
549 3 0 29.3 2
549 3 17 25.8 5
549 3 19 18 6
549 3 28 35.2 2
549 3 30 11.9 3
549 3 30 23.7 1
549 3 36 1.1 1
549 3 37 25.7 2
549 3 44 42.2 9
549 3 47 57 9
549 3 48 23 1
549 3 49 4 7
549 3 5 45.8 5
549 3 50 50 8
549 3 7 52 3
549 3 8 35.6 5
549 4 13 56 3
